IdEntidad;GÇnero;Fecha nacimiento;Localidad;Provincia;C¢digo postal;Fidelidad;Fecha entrega;Fecha matriculaci¢n;Fecha venta;Fecha apertura;Km £ltima OR;Gama;Modelo;Versi¢n;Motor;Color
14541753#1;male;13/08/2002;SEVILLA;Sevilla;41004;FIEL;15/10/2019;16/10/2019;15/10/2019;14/07/2022;1;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Negro Cosmo
14541634#1;male;15/05/1977;SEVILLA;Sevilla;41004;FIEL;;30/09/2019;30/09/2019;27/09/2021;11261;HILUX;HILUX 2.4 D-4D AT DC VXL;2019;2.4;Verde tundra
1453133#1;male;01/12/1979;MAIRENA DEL ALJARAFE;Sevilla;41927;FIEL;23/12/2020;28/12/2020;23/12/2020;28/12/2021;18042;COROLLA TOURING SPORTS;Corolla TS 125H e-CVT Style;2021;1.8;Plata Polar
14522426#1;female;06/10/1970;SEVILLA;Sevilla;41006;FIEL;24/09/2019;25/09/2019;24/09/2019;17/09/2021;28109;YARIS;YARIS 1.0 5P LUNA;2021;1.0;Blanco Classic
14520988#1;male;;SEVILLA;Sevilla;41005;FIEL;13/06/2018;13/06/2018;19/09/2019;30/09/2021;17344;AURIS;AURIS hybrid Feel Edition;2018;1.8;Gris Manhattan
14520618#1;female;10/07/1978;ALCALµ DE GUADAIRA;Sevilla;41500;INFIEL;14/02/2018;14/02/2018;23/09/2019;20/10/2020;28660;AYGO X CROSS;Aygo 70 Manual 5P x-wave;2017;1.0;x-plata
14502570#1;male;23/04/1971;MAIRENA DEL ALJARAFE;Sevilla;41927;FIEL;27/09/2019;30/09/2019;27/09/2019;02/11/2021;22582;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Negro Cosmo
14502235#1;male;;SEVILLA;Sevilla;41018;FIEL;22/06/2018;22/06/2018;05/06/2018;08/07/2022;21465;VERSO;VERSO 140 M-DRV Advance 7 Plz;2017;1.8;Gris Grafito
14501742#1;male;;SEVILLA;Sevilla;41013;POT INFIEL;31/01/2019;08/02/2019;01/02/2019;06/07/2021;59780;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ACT;2019;1.8;Blanco Classic
14501733#1;female;24/01/1992;SEVILLA;Sevilla;41006;FIEL;28/09/2018;28/09/2018;26/09/2019;29/09/2021;30806;YARIS;YARIS hybrid Active;2019;1.5;Gris Grafito
14501417#1;female;12/10/1948;QUINTO;Sevilla;41089;FIEL;17/10/2019;17/10/2019;17/10/2019;18/01/2022;13498;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Plata
14500918#1;male;11/01/1966;DOS HERMANAS;Sevilla;41701;POT INFIEL;27/06/2018;27/06/2018;19/09/2019;12/05/2021;59745;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2018;1.8;Gris Diamante
14500841#1;male;;ALCALµ DE GUADAIRA;Sevilla;41500;INFIEL;18/08/2015;31/07/2015;31/07/2015;13/09/2019;42544;AURIS;AURIS 120T Active;2015;1.2T;Rojo Rub°
14500111#1;male;08/12/1978;SEVILLA;Sevilla;41020;FIEL;24/09/2019;25/09/2019;24/09/2019;01/09/2021;8234;YARIS;YARIS HYBRID FEEL! 5P;2021;1.5;Blanco Classic
14500043#1;male;13/07/1968;ALBAIDA DEL ALJARAFE;Sevilla;41809;FIEL;21/10/2019;21/10/2019;21/10/2019;27/01/2022;58719;HILUX;Hilux 2.4 150D Autom†tico 6v (;2018;2.4;Bronce Maroc
14499505#1;male;07/06/1969;SEVILLA;Sevilla;41011;FIEL;17/01/2020;20/01/2020;17/01/2020;13/01/2022;15260;PROACE VERSO;PROACE COMBI L1 1.5 120 6PL;2020;1.5 HIGH;Marr¢n Rich
14499504#1;male;;SEVILLA;Sevilla;41012;FIEL;07/06/2018;12/06/2018;07/06/2018;18/08/2021;84402;AURIS;AURIS hybrid Feel Edition;2018;1.8;Blanco Classic
14483251#1;female;13/07/1984;VILLAVERDE DEL R÷O;Sevilla;41318;FIEL;;27/12/2019;27/12/2019;29/12/2021;38374;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Blanco Classic
14482108#1;male;11/07/1976;SEVILLA;Sevilla;41016;FIEL;23/01/2020;24/01/2020;23/01/2020;21/07/2021;21394;LAND CRUISER;L.CRUISER 204D LIMITED 5P T/A;2019;2.8;Bronce Maroc
14480742#1;female;03/03/1964;CORIA DEL R÷O;Sevilla;41100;FIEL;;30/09/2019;30/09/2019;27/06/2022;53634;YARIS;Yaris 110 Manual 5P Feel!;2021;1.5;Azul NÇbula
14480609#1;male;16/10/1961;QUINTO;Sevilla;41089;FIEL;03/10/2017;03/10/2017;19/09/2019;07/09/2021;35473;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. DYN;2017;1.8;Bitono Blanco Perlado y Techo negro
14460868#1;male;20/04/1993;LA ALGABA;Sevilla;41980;FIEL;23/09/2019;24/09/2019;23/09/2019;11/01/2022;33783;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Grafito
14460736#1;female;26/03/1989;SEVILLA;Sevilla;41006;FIEL;14/02/2018;14/02/2018;16/09/2019;29/11/2021;39525;AYGO X CROSS;Aygo 70 Manual 5P x-wave;2017;1.0;x-plata
14460424#1;male;;SEVILLA;Sevilla;41016;FIEL;;30/01/2006;30/01/2006;21/02/2022;297187;COROLLA SEDAN;COROLLA 1.4 D4D 90 WG LUNA MMT;2006;1.4 High;BLANCO
144549#1;female;22/04/1976;SEVILLA;Sevilla;41007;FIEL;12/07/2021;09/07/2021;09/07/2021;31/08/2021;2224;COROLLA;Corolla 125H e-CVT Active Tech;2021;1.8;Azul Denim
14422317#1;female;;SEVILLA;Sevilla;41010;INFIEL;01/03/2011;25/02/2011;25/02/2011;10/09/2019;71654;AYGO X CROSS;AYGO 70 5P LIVE;2010;1.0;Rojo Classic
14421770#1;male;05/07/1982;SEVILLA;Sevilla;41008;FIEL;14/11/2018;15/11/2018;14/11/2018;18/05/2022;46166;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
14421215#1;male;;SEVILLA;Sevilla;41011;FIEL;;01/10/2007;30/09/2007;11/07/2022;1;LAND CRUISER;LAND CRUISER D-4D 5P VXL AT;2008;3.0;PLATA M
14420893#1;male;06/03/1997;QUINTO;Sevilla;41089;FIEL;25/09/2019;30/09/2019;25/09/2019;29/09/2021;10431;YARIS;Yaris 110 Manual 5P Feel!;2021;1.5;Blanco Classic
14420738#1;male;12/09/1961;SEVILLA;Sevilla;41010;FIEL;23/09/2019;24/09/2019;23/09/2019;01/10/2021;27918;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
1441375#1;female;;TOMARES;Sevilla;41940;FIEL;07/01/2011;30/12/2010;30/12/2010;28/03/2022;164889;AURIS;AURIS hybrid Advance;2010;1.8;Negro Black Ice
14402562#1;female;23/03/1987;SEVILLA;Sevilla;41020;FIEL;;30/09/2019;30/09/2019;06/10/2021;21689;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
14402135#1;male;20/11/1968;SEVILLA;Sevilla;41011;FIEL;;30/10/2019;30/10/2019;15/11/2021;23752;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
14401811#1;female;11/04/1991;SEVILLA;Sevilla;41006;POT INFIEL;27/04/2018;27/04/2018;19/09/2019;16/07/2021;20678;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2017;1.0;x-gris oscuro
14401646#1;female;12/02/1979;Brenes;Sevilla;41310;FIEL;02/08/2019;02/08/2019;17/09/2019;23/11/2021;18067;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. DYN;2019;1.8;Bitono Azul Santorini y Techo negro
14401237#1;male;;CONSTANTINA;Sevilla;41450;INFIEL;;29/05/2008;29/05/2008;02/08/2019;136970;RAV 4;RAV4 2.2 EXECUTIVE 4X2;2006;2.2;GRIS OSCURO MICA
14400799#1;male;27/12/1991;SEVILLA;Sevilla;41011;FIEL;;30/09/2019;30/09/2019;26/01/2022;9585;COROLLA;Corolla 180H e-CVT Feel!;2019;2.0 High;Bi-tono Rojo Emoci¢n
14400620#1;female;18/04/1974;SEVILLA;Sevilla;41020;FIEL;;30/09/2019;30/09/2019;07/01/2022;18968;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
14391032#1;male;18/02/1954;SEVILLA;Sevilla;41020;FIEL;13/04/2018;13/04/2018;13/09/2019;23/06/2022;44351;YARIS;Yaris 110 Manual 5P Active;2018;1.5;Rojo Classic
14387676#1;female;26/01/1958;DOS HERMANAS;Sevilla;41702;INFIEL;12/09/2019;13/09/2019;12/09/2019;13/12/2019;1;AYGO X CROSS;AYGO 70 C-DRV 5P CITY;2018;1.0;x-azul bi-tono
14387654#1;male;;SEVILLA;Sevilla;41010;FIEL;09/02/2018;09/02/2018;16/09/2019;17/06/2022;57449;VERSO;VERSO 130 Advance 7 Plazas;2017;1.6;Gris Grafito
14368522#1;female;;SEVILLA;Sevilla;41006;INFIEL;30/09/2009;30/09/2009;30/09/2009;12/07/2019;191246;RAV 4;RAV4 150D 4x4 Advance;2009;2.2;AZUL GRISACEO METALIZADO
14368327#1;male;04/08/1967;LA PUEBLA DEL R÷O;Sevilla;41130;FIEL;25/02/2020;26/02/2020;25/02/2020;17/01/2022;8080;PROACE VERSO;Proace Family 2.0D L2 180CV;2020;2.0 High;Gris Falcon
14367727#1;male;;ISLA MAYOR;Sevilla;41140;POT INFIEL;04/01/2013;04/01/2013;04/01/2013;10/05/2021;110960;AVENSIS;AVENSIS CS 150D A-DRV Executiv;2012;2.2 High;Blanco Classic
14367176#1;female;;TOMARES;Sevilla;41940;INFIEL;;28/03/2006;28/03/2006;01/08/2019;132800;VERSO;COROLLA VERSO 1.8 7PZ SOL;2006;1.8;Azul Oscuro Mica
14366954#1;male;;LA ALGABA;Sevilla;41980;FIEL;03/02/2015;03/02/2015;16/09/2019;05/07/2022;1;AURIS;AURIS 5P 130 M/T ACTIVE;2014;1.6;Abisal
14366396#1;female;;SEVILLA;Sevilla;41018;FIEL;;29/09/2008;29/09/2008;04/02/2022;141702;YARIS;YARIS 1.4 D4D 5P EDICION ESPEC;2007;1.4 High;Negro Mica
14352937#1;female;07/04/1964;SEVILLA;Sevilla;41003;INFIEL;09/04/2019;09/04/2019;10/09/2019;22/09/2020;13209;YARIS;YARIS hybrid Active;2020;1.5;Azul NÇbula
14352013#1;female;19/11/1963;SEVILLA;Sevilla;41019;FIEL;21/11/2019;26/11/2019;21/11/2019;30/11/2021;24734;YARIS;Yaris 110 Manual 5P Active Tec;2021;1.5;Blanco Classic
14339570#1;female;;SEVILLA;Sevilla;41020;INFIEL;03/12/2014;03/12/2014;30/01/2017;10/02/2020;59490;YARIS;YARIS 90D Active 5P;2015;1.4 High;Blanco Classic
14334858#1;male;;;;;INFIEL;21/04/2004;21/04/2004;21/04/2004;26/08/2019;298327;AVENSIS;AVENSIS 2.0 D4D 116 5P SOL;2003;2.0 High;BURDEOS MICA M
14334644#1;male;27/03/1996;BARCELONA;Barcelona;8015;FIEL;28/05/2019;29/05/2019;28/05/2019;11/08/2021;14001;YARIS;YARIS hybrid Active;2020;1.5;Blanco Classic
14334326#1;female;24/04/1971;LAS PAJANOSAS;Sevilla;41219;FIEL;25/09/2019;26/09/2019;25/09/2019;13/01/2022;58669;COROLLA;Corolla 180H e-CVT Feel!;2019;2.0 High;Bi-tono Plata Polar
14333639#1;female;05/10/1981;SEVILLA;Sevilla;41007;FIEL;10/09/2019;13/09/2019;10/09/2019;21/10/2021;21405;YARIS;Yaris 110 Manual 5P Active;2020;1.5;Blanco Classic
14333475#1;male;;VALENCINA DE LA CONCEPCI‡N;Sevilla;41907;INFIEL;;30/09/2015;30/09/2015;03/09/2019;100318;HILUX;HILUX D-4D DOBLE CAB. GX;2014;2.4;Blanco Classic
14333235#1;female;;ARAHAL;Sevilla;41600;INFIEL;;;;03/09/2019;227903;;;2003;;
14333211#1;female;14/02/1977;SEVILLA;Sevilla;41007;FIEL;05/04/2019;05/04/2019;24/10/2019;22/09/2021;36380;COROLLA SEDAN;Corolla SD 125H e-CVT Business;2019;1.8;Blanco Classic
14332725#1;N/A;13/01/1965;DOS HERMANAS;Sevilla;41704;FIEL;11/09/2019;12/09/2019;11/09/2019;04/10/2021;5807;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Plata Polar
14317517#1;female;19/02/1952;SEVILLA;Sevilla;41010;POT INFIEL;16/12/2009;16/12/2009;02/09/2019;29/06/2021;167486;AURIS;AURIS 1.4 D4D 90 5 P ACTIVE;2009;1.4 High;Gris Plata Metalizado
14316927#1;male;25/12/1967;SEVILLA;Sevilla;41012;FIEL;17/06/2020;18/06/2020;17/06/2020;28/06/2022;29113;RAV 4;RAV4 HYBRID 4X2 EXECUTIVE;2021;2.5;Rojo Tokio
14316839#1;male;03/08/1968;SEVILLA;Sevilla;41020;FIEL;11/10/2019;11/10/2019;11/10/2019;30/06/2022;34578;COROLLA SEDAN;Corolla SD 125H e-CVT Feel!;2019;1.8;Gris Celestite
14315036#1;male;21/03/1968;SEVILLA;Sevilla;41003;FIEL;13/09/2019;16/09/2019;13/09/2019;25/05/2022;17044;RAV 4;RAV4 hybrid 4x2 Feel;2020;2.5;Bi-tono Blanco Perlado
14314472#1;male;24/09/1958;SEVILLA;Sevilla;41020;FIEL;;29/11/2021;29/11/2021;01/12/2021;5;YARIS CROSS;Yaris Cross 120H e-CVT 5P;2021;1.5;Gris µgata
1430902#1;female;;;;;INFIEL;;;;02/01/2008;100037;;;0;;
14300257#1;male;17/07/1963;ROALCAO;Sevilla;41807;POT INFIEL;22/02/2018;22/02/2018;30/08/2019;15/06/2021;59025;AYGO X CROSS;Aygo 70 Manual 5P x-wave;2017;1.0;x-rojo
14298910#1;male;03/07/1959;SEVILLA;Sevilla;41007;FIEL;11/09/2019;12/09/2019;11/09/2019;22/11/2021;76074;PRIUS+;PRIUS+ Advance;2018;1.8;Blanco Classic
14280469#1;male;20/08/1989;SEVILLA;Sevilla;41008;INFIEL;;29/09/2006;29/09/2006;02/06/2020;119267;YARIS;YARIS 1.3 5P SOL M/M;2006;1.3;Plata
14279814#1;female;;EL VISO DEL ALCOR;Sevilla;41520;FIEL;31/01/2017;;27/02/2017;01/12/2021;107025;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2016;1.0;x-blanco
14279710#1;male;28/12/1968;QUINTO;Sevilla;41089;INFIEL;18/09/2019;23/09/2019;18/09/2019;13/09/2019;5;PRIUS+;PRIUS+ Advance;2018;1.8;Blanco Classic
14279478#1;male;;;;;INFIEL;;21/09/2005;21/09/2005;21/08/2019;152280;AVENSIS;AVENSIS 2.2 D4D 150 SD ADVANCE;2003;2.2;NEGRO MICA M
14279353#1;male;;LOS PALACIOS Y VILLAFRANCA;Sevilla;41720;FIEL;;27/12/2018;27/12/2018;20/09/2021;71833;LAND CRUISER;LAND CRUISER 204D NX 5P T/M;2019;2.8;Blanco Classic
14279092#1;male;;ESQUIVEL;Sevilla;41209;INFIEL;02/12/2011;30/11/2011;30/11/2011;07/08/2019;356144;PRIUS;PRIUS Eco;2009;1.8;Blanco Classic
14279066#1;female;;SEVILLA;Sevilla;41008;INFIEL;17/10/2014;20/10/2014;17/10/2014;30/07/2019;70387;AURIS;AURIS 5P 130 M/T ACTIVE;2014;1.6;Blanco Classic
14279049#1;male;30/10/1969;SANLÈCAR LA MAYOR;Sevilla;41800;FIEL;24/02/2020;25/02/2020;25/02/2020;07/03/2022;20780;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Plata Luna
14279008#1;female;15/11/1962;ALAN÷S;Sevilla;41380;FIEL;;29/08/2019;29/08/2019;02/11/2021;16556;HILUX;HILUX 2.4D 150 DC GX;2019;2.4;Blanco Classic
14278928#1;female;19/10/1974;;;;FIEL;05/09/2019;09/09/2019;05/09/2019;26/08/2021;6620;YARIS;Yaris 110 Manual 5P Active Tec;2021;1.5;Gris Meteoro
14278532#1;female;;SEVILLA;Sevilla;41008;INFIEL;14/02/2018;14/02/2018;28/08/2019;09/09/2020;34490;AYGO X CROSS;Aygo 70 Manual 5P x-wave;2017;1.0;x-rojo
14277951#1;male;;ARAHAL;Sevilla;41600;INFIEL;;28/03/2007;03/12/2007;22/08/2019;135036;AVENSIS;AVENSIS 2.2 177 5P SPORT;2006;2.2 High;NEGRO MICA MT
14277435#1;female;20/12/1975;SEVILLA;Sevilla;41019;FIEL;11/09/2019;12/09/2019;11/09/2019;24/08/2021;19756;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Grafito
14276979#1;male;23/05/1963;SEVILLA;Sevilla;41019;INFIEL;12/09/2019;13/09/2019;12/09/2019;13/01/2020;29656;PRIUS+;PRIUS+ Advance;2018;1.8;Blanco Classic
14276544#1;male;04/05/1988;QUINTO;Sevilla;41089;FIEL;10/09/2019;12/09/2019;10/09/2019;20/12/2021;30436;COROLLA;Corolla 180H e-CVT Feel!;2019;2.0 High;Blanco Perlado
14245447#1;female;11/07/1977;SEVILLA;Sevilla;41019;FIEL;09/02/2018;09/02/2018;29/08/2019;05/08/2021;43952;AURIS TOURING SPORTS;AURIS hybrid TS Active;2018;1.8;Gris Meteoro
14229862#1;male;22/08/1982;LA CAMPANA;Sevilla;41429;INFIEL;;29/08/2019;29/08/2019;06/07/2020;35545;PRIUS+;PRIUS+ Advance;2018;1.8;Blanco Classic
14229809#1;female;06/08/1970;SEVILLA;Sevilla;41001;FIEL;;29/08/2019;29/08/2019;21/09/2021;13067;COROLLA SEDAN;Corolla SD 125H e-CVT Business;2019;1.8;Plata
14229413#1;male;16/11/1976;Burguillos;Sevilla;41220;FIEL;07/03/2019;07/03/2019;17/09/2019;19/04/2022;79485;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Blanco Perlado
14228413#1;male;09/10/1973;SEVILLA;Sevilla;41020;FIEL;;30/09/2019;30/09/2019;03/11/2021;21792;COROLLA TOURING SPORTS;Corolla TS 125H e-CVT Style;2019;1.8;Plata Polar
14215253#1;male;;Brenes;Sevilla;41310;FIEL;;30/09/2019;30/09/2019;25/05/2022;75939;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Blanco Classic
14215120#1;male;;SEVILLA;Sevilla;41012;INFIEL;;15/05/2006;15/05/2006;18/07/2019;145186;RAV 4;RAV4 D-4D 2.2 LUNA;2006;2.2;GRIS OSCURO MICA
14214222#1;female;;;;;INFIEL;11/05/2009;11/05/2009;25/09/2009;20/08/2019;1;IQ;iQ 1.0;2009;1.0;Blanco Perlado
14213865#1;male;;EL VISO DEL ALCOR;Sevilla;41520;FIEL;19/07/2018;30/07/2018;30/07/2018;20/09/2021;34175;AURIS;AURIS hybrid Feel Edition;2019;1.8;Blanco Classic
14213741#1;male;;SEVILLA;Sevilla;41016;FIEL;15/11/2017;15/11/2017;15/11/2017;12/07/2022;57809;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. DYN;2017;1.8;Bitono Gris Diamante y Techo negro
14196056#1;female;;SEVILLA;Sevilla;41020;INFIEL;;20/02/2008;20/02/2008;24/07/2019;108261;YARIS;YARIS 1.4 D4D 5P EDICION ESPEC;2007;1.4 High;Plata Mica Metal
14195084#1;male;;Paradas;Sevilla;41610;INFIEL;21/05/2010;30/04/2010;30/04/2010;22/08/2019;208066;AVENSIS;AVENSIS 2.0 126 CSPORT ADVANCE;2010;2.0 High;Azul Grisaceo Metal
14184280#1;male;02/02/1982;SEVILLA;Sevilla;41009;FIEL;14/10/2019;15/10/2019;14/10/2019;04/11/2021;3705;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Gris Grafito
14183962#1;male;12/04/1974;SEVILLA;Sevilla;41016;FIEL;;27/12/2019;27/12/2019;16/12/2021;23266;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Blanco Classic
14182309#1;male;;HIGUERA DE LA SIERRA;Huelva;21220;FIEL;;29/08/2019;29/08/2019;10/03/2022;72867;HILUX;HILUX 2.4D 150 DC GX;2019;2.4;Blanco Classic
14173894#1;male;20/01/1960;SEVILLA;Sevilla;41020;FIEL;25/10/2021;27/10/2021;25/10/2021;22/10/2021;0;YARIS CROSS;Yaris Cross 120H e-CVT 5P;2021;1.5;Blanco Perlado Iceberg
14169641#1;female;18/09/1966;SEVILLA;Sevilla;41013;FIEL;;30/08/2019;30/08/2019;23/08/2021;19630;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Rojo Emoci¢n
14169307#1;female;02/02/1944;SEVILLA;Sevilla;41011;FIEL;;28/12/2020;28/12/2020;10/05/2022;3681;YARIS;YARIS HYBRID CITY 5P;2022;1.5;Blanco Classic
14168305#1;male;11/06/1966;SEVILLA;Sevilla;41006;FIEL;29/08/2019;29/08/2019;29/08/2019;27/05/2022;18036;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Gris Diamante
14168045#1;male;01/05/1954;DOS HERMANAS;Sevilla;41703;POT INFIEL;;29/08/2019;29/08/2019;08/07/2021;10390;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Plata Polar
1416549#1;male;03/08/1989;Guadalcanal;Sevilla;41390;FIEL;24/11/2017;27/11/2017;24/11/2017;23/09/2021;126483;AURIS;AURIS hybrid Feel;2017;1.8;Azul Denim
14155079#1;female;;SEVILLA;Sevilla;41003;FIEL;11/09/2009;11/09/2009;11/09/2009;20/08/2021;75342;YARIS;YARIS 70 Live 5P;2009;1.0;BLANCO
14153888#1;female;20/07/1949;CAMAS;Sevilla;41900;INFIEL;27/04/2018;27/04/2018;28/08/2019;28/08/2019;10700;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2017;1.0;x-negro
14141187#1;female;11/02/1984;;;;INFIEL;27/04/2018;27/04/2018;26/08/2019;23/08/2019;9434;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2017;1.0;x-blanco
14139829#1;male;;SEVILLA;Sevilla;41002;INFIEL;;23/11/2005;23/11/2005;16/08/2019;121630;COROLLA SEDAN;COROLLA 1.4 D4D 90 5P SOL;2004;1.4 High;AZUL CLARO MICA MT
14139475#1;male;23/08/1973;BARCELONA;Barcelona;8005;INFIEL;21/05/2015;21/05/2015;29/08/2019;14/08/2019;110180;LAND CRUISER;LAND CRUISER D-4D 5P VX AT;2014;3.0;Blanco Classic
14139399#1;male;;;;;FIEL;;31/07/2014;31/07/2014;31/07/2019;97293;PROACE;PROACE 128D FURG ACT L2H1 1-2;2013;2.0 120D;BLANCO
14125567#1;female;;MADRID;Madrid;28022;FIEL;17/08/2018;05/09/2018;05/09/2018;29/09/2021;59834;AURIS;AURIS hybrid Active;2019;1.8;Negro Azabache
14118019#1;male;08/01/1954;QUINTO;Sevilla;41089;FIEL;22/01/2020;24/01/2020;22/01/2020;27/07/2021;15712;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Plata Luna
14117718#1;male;14/03/1958;CARMONA;Sevilla;41410;FIEL;;29/08/2019;29/08/2019;09/11/2021;24987;LAND CRUISER;LAND CRUISER 204D VX 5P T/A;2019;2.8;Blanco Perlado
14117597#1;male;13/12/1995;CAMAS;Sevilla;41900;FIEL;22/08/2019;23/08/2019;22/08/2019;17/08/2021;30375;COROLLA;Corolla 180H e-CVT Advance;2019;2.0 High;Rojo Emoci¢n
14112863#1;male;;DOS HERMANAS;Sevilla;41702;INFIEL;;07/06/2004;07/06/2004;19/08/2019;1;AVENSIS;AVENSIS 2.0 D4D 116 4P EXEC;2003;2.0 High;PLATA MT
14110266#1;male;26/07/1986;SAN JOSê DE LA RINCONADA;Sevilla;41300;FIEL;28/01/2020;29/01/2020;28/01/2020;21/02/2022;17116;COROLLA;Corolla 180H e-CVT Advance;2020;2.0 High;Blanco Perlado
14109817#1;female;21/10/1955;ALCALµ DE GUADAIRA;Sevilla;41500;FIEL;27/08/2019;27/08/2019;27/08/2019;12/04/2022;29294;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Bitono Blanco Perlado y Techo negro
14109564#1;female;18/04/1947;Mairena del Alcor;Sevilla;41510;FIEL;;31/07/2019;31/07/2019;15/09/2021;27146;TOYOTA C-HR;TOYOTA C-HR 125H eCVT 5 P. ADV;2019;1.8;Blanco Perlado
14109082#1;male;;SEVILLA;Sevilla;41006;FIEL;31/10/2018;31/10/2018;19/08/2019;25/03/2022;15019;PROACE VERSO;PROACE SHUTTLE 115D L1 2PL-2PT;2016;1.6 115D;Plata Atomium
14108661#1;male;18/11/1981;Brenes;Sevilla;41310;FIEL;28/01/2022;27/01/2022;27/01/2022;07/06/2022;15128;RAV 4;RAV4 hybrid 4x4 Feel;2022;2.5;Bi-tono Gris Grafito
14108503#1;male;22/11/1991;SEVILLA;Sevilla;41014;FIEL;27/09/2019;30/09/2019;27/09/2019;07/10/2021;16051;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Bronce Oliva
14108079#1;male;;SEVILLA;Sevilla;41008;INFIEL;13/03/2013;27/02/2013;27/02/2013;15/09/2020;134935;VERSO;VERSO 150D A-DRV Advance 7 plz;2013;2.2 High;Gris Grafito
14095628#1;male;07/10/1977;SEVILLA;Sevilla;41008;FIEL;08/11/2019;12/11/2019;08/11/2019;05/11/2021;32993;RAV 4;RAV4 HYBRID 4X4 ADVANCE;2020;2.5;Blanco Classic
14079798#1;female;;La Rinconada;Sevilla;41300;POT INFIEL;26/05/2017;26/05/2017;24/05/2021;06/07/2021;57355;VERSO;VERSO 115D Advance 5 Plazas;2017;1.6;Blanco Classic
14077641#1;female;28/10/1953;QUINTO;Sevilla;41089;FIEL;26/09/2019;27/09/2019;26/09/2019;27/09/2021;8625;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
14061098#1;male;05/09/1963;SEVILLA;Sevilla;41003;FIEL;;30/08/2019;30/08/2019;13/09/2021;3896;COROLLA;Corolla 125H e-CVT Business P;2019;1.8;Blanco Classic
14060931#1;female;04/04/1986;SEVILLA;Sevilla;41008;FIEL;12/08/2019;14/08/2019;12/08/2019;18/03/2022;16479;COROLLA;Corolla 125H e-CVT Feel!;2019;1.8;Negro Azabache
14060818#1;female;26/06/1963;;;;FIEL;05/11/2015;05/11/2015;29/10/2019;19/05/2022;163714;AURIS;AURIS hybrid Active;2015;1.8;Pure White
14060137#1;male;;SEVILLA;Sevilla;41006;FIEL;;28/06/2019;28/06/2019;13/07/2022;1;RAV 4;RAV4 HYBRID 4X2 ADVANCE;2020;2.5;Rojo Tokio
1405394#1;male;21/01/1946;SEVILLA;Sevilla;41011;FIEL;23/10/2018;24/10/2018;23/10/2018;19/01/2022;17528;AYGO X CROSS;AYGO 5P 70 M/T X-PLAY;2018;1.0;x-rojo
14037454#1;male;28/11/1979;SEVILLA;Sevilla;41019;FIEL;01/06/2017;01/06/2017;06/09/2019;;;;Avensis Touring Sports Diesel;2017;;
14037454#1;male;28/11/1979;SEVILLA;Sevilla;41019;FIEL;;;;18/02/2022;51288;AVENSIS;Avensis 150D TS Advance;2017;2.0D;Rojo Tokio
14034457#1;female;;SEVILLA;Sevilla;41012;INFIEL;27/09/2016;27/09/2016;27/09/2016;04/09/2020;51336;AURIS;AURIS 120T Active;2016;1.2T;Gris Meteoro
14011701#1;male;06/09/1969;SEVILLA;Sevilla;41006;FIEL;23/02/2016;23/02/2016;09/08/2019;09/06/2022;85079;AURIS TOURING SPORTS;AURIS hybrid TS Active;2015;1.8;Azul Marino
